ID,2_Boca_Rio_8_28_20,12_Boca_Rio_4_14_21,6_Boca_Rio_12_30_20,10_Boca_Rio_3_14_21,14_Boca_Rio_5_5_21,8_Boca_Rio_1_27_21,5_Radio_Club_12_30_20,1_Radio_Club_8_28_20,7_Radio_Club_1_27_21,4_Boca_Rio_11_10_20,9_Radio_Club_3_14_21,3_Radio_Club_11_10_20,13_Radio_Club_5_5_21
Anabaena cylindrica,12,12,23,7,9,8,11,19,3,11,3,0,3
Anabaena lutea,1,4,2,3,1,7,5,28,1,6,1,2,1
Anabaena minutissima,9,13,15,7,11,8,16,34,4,12,7,9,24
Anabaena sp. 4-3,0,0,2,3,3,6,0,10,1,1,1,4,5
Anabaena sp. 90,2,2,3,4,0,2,0,0,0,0,0,0,1
Anabaena sp. AL09,1,12,0,1,1,1,0,0,0,0,0,1,1
Anabaena sp. AL93,0,0,4,0,0,0,0,6,0,0,1,2,0
Anabaena sp. CA = ATCC 33047,0,1,1,0,1,1,0,1,0,0,0,0,0
Anabaena sp. CRKS33,18,120,8,1,10,4,14,71,13,14,4,4,30
Anabaena sp. FACHB-1237,3,44,5,7,2,5,4,22,1,9,5,1,8
Anabaena sp. FACHB-1250,2,0,2,2,0,0,0,0,0,0,0,0,1
Anabaena sp. FACHB-1391,0,1,3,0,1,0,0,3,0,1,2,1,1
Anabaena sp. LE011-02,1,2,2,0,0,1,2,1,4,3,2,4,0
Anabaena sp. MDT14b,3,2,1,1,0,5,0,4,11,4,0,2,2
Anabaena sp. PCC 7108,2,8,3,3,4,5,3,14,4,6,3,1,4
Anabaena sp. UHCC 0187,0,10,3,12,7,4,3,54,6,5,4,4,1
Anabaena sp. UHCC 0204,0,5,1,1,2,1,4,2,1,2,1,7,3
Anabaena sp. UHCC 0253,1,18,2,4,1,6,0,6,1,1,0,0,0
Anabaena sp. UHCC 0451,0,0,1,0,0,0,0,0,0,1,0,0,0
Anabaena sp. UHCC-0399,1,0,0,0,0,0,0,0,0,0,0,0,0
Anabaena sp. WA102,0,1,1,1,4,3,0,38,0,0,0,0,0
Anabaena sp. WA113,5,2,18,31,1,20,55,20,64,100,16,56,17
Anabaena sp. XPORK15F,0,0,0,0,0,0,0,1,0,0,0,0,0
Anabaena sp. YBS01,0,8,0,0,0,0,0,1,1,0,0,0,1
Anabaena sphaerica,7,28,2,5,8,6,2,14,4,5,5,6,0
Anabaena subtropica,10,12,8,8,3,5,4,20,3,8,5,4,1
Atlanticothrix silvestris,10,12,8,7,6,2,1,13,3,4,4,6,1
Cronbergia siamensis,0,0,0,0,2,0,0,0,0,0,0,0,0
Cylindrospermum alatosporum,2,0,0,0,0,0,0,0,0,0,0,0,0
Cylindrospermum sp. FACHB-282,15,7,6,2,2,8,1,22,0,7,2,3,2
Cylindrospermum sp. NIES-4074,21,14,11,13,4,8,11,36,16,6,4,6,15
Cylindrospermum stagnale,8,40,9,4,6,6,3,40,1,6,5,2,7
Dendronalium phyllosphericum,3,22,6,12,5,5,4,33,5,8,7,4,11
Desmonostoc muscorum,16,34,4,5,10,7,9,39,7,13,4,3,5
Komarekiella sp. 'clone 1',1,12,5,5,5,12,3,12,5,6,8,4,3
Nostoc calcicola,6,13,3,8,3,2,0,19,5,5,6,5,3
Nostoc carneum,11,24,6,5,2,9,5,4,5,8,8,1,4
Nostoc commune,15,14,9,18,11,10,4,44,4,17,2,7,11
Nostoc cycadae,1,3,2,10,0,4,3,3,1,1,1,0,2
Nostoc edaphicum,8,15,6,9,5,3,4,12,2,10,7,5,5
Nostoc favosum,5,26,4,0,5,3,2,3,0,5,3,1,1
Nostoc flagelliforme,7,21,12,15,12,21,6,25,7,15,5,7,8
Nostoc foliaceum,0,0,0,1,0,0,0,0,0,0,0,0,0
Nostoc linckia,73,33,59,82,49,115,99,399,137,216,74,153,96
Nostoc minutum,4,18,18,10,7,15,7,19,17,13,7,1,3
Nostoc mirabile,15,6,9,4,7,3,2,3,5,10,2,1,2
Nostoc paludosum,0,0,0,0,0,0,0,2,0,0,0,0,0
Nostoc parmelioides,8,11,9,4,5,6,3,12,1,12,1,0,2
Nostoc piscinale,4,19,5,4,0,0,3,25,2,9,0,0,1
Nostoc punctiforme,6,15,9,15,7,8,6,30,7,7,6,9,8
Nostoc sp. 'Leptogium austroamericanum (261) cyanobiont',0,0,1,0,0,0,0,0,0,0,0,0,0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',1,4,3,7,1,6,1,13,0,6,1,4,2
Nostoc sp. 'Peltigera malacea cyanobiont' DB3992,4,13,1,2,5,2,2,13,2,8,0,1,0
Nostoc sp. 'Peltigera membranacea cyanobiont' 210A,1,3,1,0,0,4,2,11,3,3,3,3,0
Nostoc sp. 'Peltigera membranacea cyanobiont' 213,2,1,1,2,0,3,0,7,0,3,0,0,1
Nostoc sp. 'Peltigera membranacea cyanobiont' 232,4,5,6,11,0,11,3,33,2,10,6,2,0
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,0,0,5,5,2,1,0,16,1,4,1,0,0
Nostoc sp. 'Peltigera membranacea cyanobiont',0,0,0,0,0,0,0,0,0,0,0,0,2
Nostoc sp. 106C,0,2,3,2,0,5,0,4,2,3,1,1,3
Nostoc sp. 2RC,3,15,7,2,0,2,2,8,0,4,4,2,11
Nostoc sp. 3335mG,32,65,24,24,11,33,12,29,25,46,11,17,223
Nostoc sp. ATCC 43529,4,44,3,4,2,4,4,13,5,8,1,5,1
Nostoc sp. ATCC 53789,0,1,0,0,0,5,0,5,2,1,0,0,0
Nostoc sp. B(2019),8,6,3,0,11,3,1,6,4,3,2,1,0
Nostoc sp. C052,7,9,16,6,15,5,3,24,4,11,5,2,8
Nostoc sp. C057,3,2,2,6,3,3,1,3,0,4,0,1,1
Nostoc sp. CCAP 1453/38,0,0,0,0,0,2,0,0,0,0,0,0,0
Nostoc sp. CENA543,11,20,7,3,6,7,6,25,7,15,0,2,25
Nostoc sp. CHAB 5715,9,7,4,12,3,1,3,18,3,10,1,4,6
Nostoc sp. CHAB 5824,3,8,7,10,6,7,4,9,3,7,11,2,3
Nostoc sp. CHAB 5834,24,192,14,42,2,15,25,145,36,52,30,250,44
Nostoc sp. CHAB 5836,6,17,7,2,4,5,9,21,9,11,3,6,1
Nostoc sp. CHAB 5844,12,15,5,11,15,9,1,46,6,22,6,5,34
Nostoc sp. F19,0,0,0,0,0,0,1,0,0,0,0,0,0
Nostoc sp. FACHB-110,23,20,14,5,0,8,6,38,12,37,3,6,16
Nostoc sp. FACHB-133,2,18,4,1,4,2,6,9,0,8,2,3,0
Nostoc sp. FACHB-145,1,3,3,2,0,3,0,15,6,4,0,0,0
Nostoc sp. FACHB-152,0,0,1,0,3,0,1,0,0,0,0,0,2
Nostoc sp. FACHB-190,5,6,0,3,1,3,0,6,4,3,3,0,4
Nostoc sp. FACHB-280,0,7,2,0,0,5,0,16,0,2,0,2,1
Nostoc sp. FACHB-857,0,0,0,0,0,0,1,0,0,0,0,0,0
Nostoc sp. FACHB-87,0,0,0,0,0,0,1,0,0,0,0,0,0
Nostoc sp. FACHB-888,0,7,2,1,0,4,1,4,0,3,0,3,1
Nostoc sp. FACHB-892,7,5,9,9,2,9,4,11,1,7,1,0,1
Nostoc sp. FACHB-973,6,11,7,15,13,7,3,10,2,10,2,2,16
Nostoc sp. HK-01,4,12,10,0,0,20,1,4,4,0,1,1,3
Nostoc sp. KVJ20,2,9,7,3,2,4,2,6,4,7,5,3,1
Nostoc sp. KVJ2,0,30,0,0,0,0,0,0,0,0,0,0,0
Nostoc sp. LEGE 06077,3,10,5,3,3,6,2,27,1,6,1,2,6
Nostoc sp. LEGE 12447,1,7,3,1,0,3,1,1,3,2,1,0,2
Nostoc sp. LEGE 12450,0,10,1,2,1,6,3,4,1,1,0,4,2
Nostoc sp. MBR 210,1,5,2,1,2,0,0,17,1,0,3,6,0
Nostoc sp. MG11,5,7,8,2,1,4,3,16,6,5,1,4,3
Nostoc sp. MS1,8,8,4,7,0,10,3,8,2,1,3,2,5
Nostoc sp. NIES-2111,1,4,4,1,1,1,1,6,1,2,1,0,0
Nostoc sp. NIES-3756,1,1,5,2,6,2,0,11,0,2,1,0,1
Nostoc sp. NIES-4103,8,25,8,2,3,7,4,19,3,12,3,2,19
Nostoc sp. NZL,1,4,5,4,6,1,0,15,2,5,0,1,1
Nostoc sp. PA-18-2419,11,8,7,4,4,6,4,19,5,12,3,6,6
Nostoc sp. PCC 7107,0,3,3,3,3,2,1,15,0,7,2,2,2
Nostoc sp. PCC 7120 = FACHB-418,0,20,0,0,0,0,0,0,1,0,0,0,0
Nostoc sp. PCC 7524,7,38,11,0,3,10,4,41,3,12,6,4,8
Nostoc sp. PCC 8009,0,0,1,0,0,0,0,0,0,0,0,0,0
Nostoc sp. PCC 9201,0,0,0,0,0,0,0,0,0,0,1,0,0
Nostoc sp. RF31YmG,5,15,3,3,1,5,4,19,7,18,6,9,0
Nostoc sp. T09,3,8,4,7,6,4,6,7,0,6,3,2,4
Nostoc sp. TCL240-02,2,8,6,1,1,5,7,11,2,1,0,0,6
Nostoc sp. TCL26-01,30,28,11,9,14,9,2,25,12,10,5,8,12
Nostoc sp. UCD120,0,0,1,0,0,0,0,0,0,0,0,0,0
Nostoc sp. UCD122,0,1,0,0,0,0,0,1,0,0,1,0,0
Nostoc sp. UHCC 0702,11,45,8,7,3,7,5,30,5,14,3,3,9
Nostoc sp. UIC 10110,0,0,1,0,0,0,0,0,0,0,0,0,0
Nostoc sp. UIC 10630,1,0,1,3,0,0,0,6,4,11,4,1,1
Nostoc sp. WHI,5,32,21,6,8,7,12,14,0,13,1,8,3
Nostoc sp. XA010,6,3,5,8,6,2,0,5,0,3,2,3,1
Nostoc sp. XA013,1,2,5,2,1,2,1,7,0,4,2,3,2
Nostoc sphaeroides,13,16,13,21,10,5,8,51,11,14,4,5,17
Nostoc spongiaeforme,0,6,2,3,3,0,1,12,0,1,3,2,0
Richelia intracellularis,26,33,14,7,29,21,4,33,18,21,8,14,13
Richelia sinica,5,15,20,11,4,11,2,27,11,16,7,8,15
Trichormus azollae,3,12,5,8,1,7,2,10,4,7,0,3,1
Trichormus sp. NMC-1,5,4,11,3,7,4,1,24,20,5,4,2,1
Trichormus variabilis,1,19,3,4,1,5,3,12,6,2,1,2,28
Microchaete diplosiphon,0,0,0,0,0,0,0,0,0,1,0,1,0
Rivularia sp. IAM M-261,3,5,8,22,1,7,1,3,7,9,6,8,4
Rivularia sp. PCC 7116,12,41,23,15,16,25,4,35,16,13,7,10,6
Brasilonema bromeliae,1,8,8,14,3,9,1,21,5,4,0,1,4
Brasilonema octagenarum,1,1,0,0,0,0,1,2,1,0,1,0,0
Brasilonema sennae,0,1,0,0,1,0,0,0,0,0,0,0,0
Brasilonema sp. CT11,9,27,12,5,5,11,10,26,3,14,3,4,3
Brasilonema sp. UFV-L1,3,34,9,11,4,5,3,27,9,12,3,3,8
Iningainema tapete,23,36,17,20,15,25,8,87,8,18,11,6,11
Scytonema hofmannii,10,18,25,10,9,27,13,62,6,26,4,7,40
Scytonema millei,4,8,7,1,0,8,6,21,0,3,0,1,5
Scytonema sp. HK-05,11,20,7,10,2,13,4,43,2,15,8,3,10
Scytonema sp. NIES-4073,4,19,11,12,5,15,3,37,4,7,3,7,9
Scytonema sp. PCC 10023,0,0,0,0,0,0,0,0,0,1,0,0,0
Scytonema sp. UIC 10036,29,28,34,20,16,18,17,88,24,13,6,10,10
Scytonema tolypothrichoides,8,15,12,11,8,6,7,13,4,14,2,3,3
Mastigocladopsis repens,1,8,12,7,9,5,2,34,0,10,2,2,3
Hassallia byssoidea,24,13,9,7,11,19,4,18,1,9,1,5,3
Tolypothrix bouteillei,10,12,20,13,1,15,16,34,14,14,6,7,4
Tolypothrix campylonemoides,13,36,20,14,6,18,12,37,8,21,13,13,13
Tolypothrix sp. FACHB-123,6,14,9,6,4,10,8,10,1,6,0,2,17
Tolypothrix sp. LEGE 11397,0,0,0,0,0,1,0,0,0,1,0,0,0
Tolypothrix sp. NIES-4075,12,14,15,8,9,8,7,45,7,11,7,0,4
Tolypothrix sp. PCC 7601,1,11,1,0,0,2,1,12,0,0,0,1,3
Tolypothrix sp. PCC 7910,7,10,8,11,5,2,0,11,6,7,9,3,7
Tolypothrix tenuis,0,1,0,1,0,0,0,0,0,0,0,0,0
[Scytonema hofmanni] UTEX B 1581,0,3,4,3,10,0,0,0,1,0,1,0,0
Allocoleopsis franciscana,13,24,19,8,5,17,8,86,9,17,2,6,4
Coleofasciculus chthonoplastes,35,45,41,46,21,32,12,269,14,50,15,14,36
Coleofasciculus sp. FACHB-1120,5,6,4,6,4,5,4,17,4,3,3,3,1
Coleofasciculus sp. FACHB-125,3,4,6,2,2,1,1,5,0,4,0,2,5
Coleofasciculus sp. FACHB-129,0,1,0,3,0,0,0,1,2,1,0,2,0
Coleofasciculus sp. FACHB-542,0,8,0,0,0,0,0,4,2,0,0,2,5
Coleofasciculus sp. FACHB-64,1,2,1,0,0,0,0,0,1,0,0,0,0
Coleofasciculus sp. FACHB-712,1,1,0,1,0,2,1,2,1,6,0,1,0
Coleofasciculus sp. FACHB-SPT36,0,2,2,1,1,3,0,1,0,1,0,2,3
Coleofasciculus sp. FACHB-SPT9,0,1,3,4,2,0,3,10,0,1,2,2,2
Coleofasciculus sp. FACHB-T130,1,1,6,0,1,3,0,18,0,2,1,1,0
Coleofasciculus sp. LEGE 07081,0,0,1,0,1,0,0,4,2,2,5,0,0
Coleofasciculus sp. LEGE 07092,0,1,0,0,0,0,0,9,0,0,0,0,1
uncultured Coleofasciculus sp.,4,7,4,2,1,11,0,28,0,10,2,3,0
Geitlerinema sp. FC II,117,34,72,49,72,46,29,81,27,68,23,22,57
Geitlerinema sp. P-1104,3,12,6,8,11,2,1,40,3,8,2,1,0
Geitlerinema sp. PCC 7407,10,29,14,15,11,14,5,53,5,20,1,10,14
Geitlerinema sp. PCC 9228,27,35,33,25,28,17,10,39,12,33,6,23,17
Roseofilum reptotaenium,41,27,30,18,40,28,14,206,13,51,14,11,13
Cyanothece sp. BG0011,10,26,10,14,15,13,4,23,1,16,6,4,0
Cyanothece sp. PCC 7425,0,0,2,3,0,3,0,2,0,3,0,1,0
Desertifilum sp. FACHB-1129,0,1,0,0,0,0,0,0,0,0,0,0,0
Desertifilum sp. FACHB-868,2,0,0,0,2,0,0,0,0,0,0,0,0
Desertifilum sp. IPPAS B-1220,0,1,1,0,0,0,1,4,0,0,0,1,1
Jacksonvillea sp. ISTCYN1,29,26,26,11,15,17,50,359,19,49,17,63,2340
Crinalium epipsammum,12,36,10,15,17,20,12,81,14,44,6,7,7
Hormoscilla spongeliae,0,1,0,0,0,0,0,0,0,1,0,0,0
Arthrospira platensis,6,7,16,9,6,8,3,108,10,4,1,4,4
Arthrospira sp. O9.13F,3,0,3,1,5,6,4,30,0,7,4,2,8
Arthrospira sp. PCC 9108,0,0,0,0,0,0,0,0,0,0,0,1,0
Arthrospira sp. PLM2.Bin9,2,1,3,2,1,5,0,47,0,4,1,0,1
Baaleninema simplex,9,10,7,4,12,5,2,25,1,11,2,3,4
Hydrocoleum sp. CS-953,15,51,11,9,25,12,2,146,11,15,8,11,5
Kamptonema formosum,0,0,2,2,0,0,3,16,3,2,0,0,0
Kamptonema sp. PCC 6506,5,1,3,0,3,5,4,7,2,6,0,0,2
Limnospira fusiformis,5,2,6,8,8,6,3,42,1,11,0,0,0
Limnospira indica,2,0,2,2,1,1,3,24,1,9,1,1,19
Limnospira maxima,3,1,1,5,1,0,5,7,4,3,2,1,0
Limnospira sp. BM01,0,1,0,0,2,1,0,2,0,0,0,0,0
Microcoleus asticus,2,13,6,9,3,21,27,57,5,12,0,8,0
Microcoleus sp. FACHB-1515,43,27,16,19,17,28,10,65,12,38,3,9,10
Microcoleus sp. FACHB-1,7,33,5,2,11,7,1,59,1,12,1,3,6
Microcoleus sp. FACHB-53,7,5,4,4,2,6,5,23,2,10,2,1,31
Microcoleus sp. FACHB-672,14,18,6,8,3,11,3,90,9,18,8,4,4
Microcoleus sp. FACHB-68,6,28,10,6,10,9,9,78,12,15,4,5,1
Microcoleus sp. FACHB-831,15,30,24,31,11,17,6,62,7,20,7,10,22
Microcoleus sp. FACHB-SPT15,22,66,21,18,17,20,8,81,8,28,9,9,8
Microcoleus sp. LEGE 07076,0,26,9,8,12,6,7,135,7,13,5,6,2
Microcoleus vaginatus,11,20,13,6,0,16,36,96,2,11,8,8,5
uncultured Microcoleus sp.,3,6,2,3,4,2,3,12,0,6,0,2,5
Oxynema aestuarii,7,2,12,9,3,1,2,213,2,14,0,4,0
Oxynema sp. CENA135,6,8,9,3,9,5,5,203,5,5,4,2,0
Planktothricoides sp. FACHB-1261,0,0,3,0,0,2,3,185,0,1,0,0,0
Planktothricoides sp. FACHB-1370,2,0,0,0,1,0,1,376,1,2,0,0,0
Planktothricoides sp. SR001,12,3,57,6,15,21,4,7148,8,37,2,12,7
Planktothrix agardhii,20,12,33,32,20,31,40,176,29,56,18,25,49
Planktothrix mougeotii,3,5,4,10,3,7,14,119,2,54,1,5,4
Planktothrix paucivesiculata,5,10,21,9,7,5,90,63,4,9,4,8,5
Planktothrix prolifica,0,0,0,0,0,1,0,0,0,0,0,0,0
Planktothrix rubescens,0,4,1,3,3,0,2,19,0,2,2,1,0
Planktothrix serta,20,19,24,31,14,25,11,173,12,147,1,10,28
Planktothrix sp. FACHB-1355,0,0,0,0,0,0,0,1,0,5,0,1,0
Planktothrix sp. FACHB-1365,3,9,6,8,6,4,11,51,4,44,2,6,3
Planktothrix sp. FACHB-1375,5,18,3,4,13,7,0,64,1,12,3,3,3
Planktothrix sp. PCC 11201,9,12,11,8,15,7,34,136,6,28,2,7,10
Planktothrix sp. PCC 9018,0,0,0,0,0,0,1,0,0,0,0,0,0
Planktothrix tepida,9,14,12,8,5,4,18,169,3,73,5,4,21
Sodalinema gerasimenkoae,17,16,8,7,13,13,4,33,4,13,2,3,9
Symplocastrum muelleri,0,0,0,0,0,1,0,7,0,0,0,0,0
Trichodesmium erythraeum,0,5,0,1,0,0,1,6,0,4,1,1,0
Trichodesmium tenue,0,0,1,0,0,0,0,0,0,0,0,0,0
Trichodesmium thiebautii,0,0,0,1,0,0,0,0,0,0,0,0,0
uncultured Trichodesmium sp.,0,0,0,0,0,0,0,2,0,0,0,0,0
Tychonema bourrellyi,5,6,10,10,0,13,9,123,5,16,2,11,0
Tychonema sp. LEGE 06208,4,6,8,5,2,17,10,41,4,12,2,2,8
Tychonema sp. LEGE 07196,0,0,0,0,0,0,1,0,0,0,0,0,0
Tychonema sp. LEGE 07199,0,19,0,3,1,0,0,1,1,2,0,1,0
Tychonema sp. LEGE 07203,7,3,2,9,2,7,10,57,3,6,0,0,4
[Phormidium] sp. ETS-05,19,48,30,16,39,18,16,1151,18,53,7,7,19
Microseira wollei,63,71,47,36,32,28,19,218,19,55,16,13,18
Oscillatoriales cyanobacterium CG2_30_40_61,6,6,10,1,7,6,45,36,3,8,3,10,0
Oscillatoriales cyanobacterium CG2_30_44_21,4,3,1,2,5,3,1,30,0,11,1,4,6
Oscillatoriales cyanobacterium USR001,14,36,16,19,40,18,8,184,8,39,4,8,9
Oscillatoriales cyanobacterium,84,145,93,77,1781,80,62,586,47,128,26,61,108
Limnoraphis robusta,23,51,20,11,6,18,8,175,11,18,5,16,9
Lyngbya aestuarii,16,29,10,16,7,10,6,60,5,11,4,3,27
Lyngbya sp. PCC 8106,23,20,17,25,9,30,7,153,7,9,12,8,9
Moorena bouillonii,12,29,29,7,10,11,7,26,3,19,7,6,11
Moorena producens,82,139,107,58,50,85,24,228,27,65,29,14,40
Okeania hirsuta,42,27,34,24,24,33,11,57,11,36,5,11,12
Okeania sp. KiyG1,37,58,32,24,14,29,12,171,15,19,5,16,11
Oscillatoria acuminata,42,63,16,17,25,21,22,767,23,36,7,15,23
Oscillatoria nigro-viridis,9,14,16,9,7,14,31,102,6,14,4,9,2
Oscillatoria salina,22,47,24,19,25,23,14,93,5,19,14,6,10
Oscillatoria sp. FACHB-1406,15,33,10,21,12,10,9,96,7,16,10,7,9
Oscillatoria sp. FACHB-1407,11,83,25,20,16,23,19,67,25,32,20,9,29
Oscillatoria sp. PCC 10802,23,56,32,26,35,26,18,268,10,31,5,12,18
Phormidium ambiguum,8,40,19,14,16,17,10,131,8,20,10,14,7
Phormidium pseudopriestleyi,19,35,18,22,19,11,14,337,9,35,1,4,3
Phormidium sp. CLA17,14,15,19,5,11,10,1,52,12,16,12,3,13
Phormidium sp. FACHB-1136,18,40,45,19,21,25,47,31,47,90,9,57,25
Phormidium sp. FACHB-592,4,25,6,4,2,2,1,13,4,15,4,4,8
Phormidium sp. FACHB-77,0,2,0,0,0,0,1,5,0,0,0,0,0
Phormidium sp. GEM2.Bin31,1,0,0,0,1,4,3,17,0,3,0,0,2
Phormidium sp. KS,0,0,0,0,0,0,2,0,0,0,0,0,0
Phormidium sp. LEGE 05292,20,31,15,15,19,24,3,132,9,30,5,10,16
Phormidium sp. OSCR,13,41,14,15,18,3,3,54,5,3,0,2,4
Phormidium sp. PBR-2020,24,5,2,4,3,3,2,32,2,7,1,2,2
Phormidium sp. SL48-SHIP,15,49,7,3,12,4,4,42,2,8,4,1,38
Phormidium tenue,39,56,40,34,26,23,18,87,7,46,17,13,8
Phormidium willei,15,80,5,12,25,9,4,54,7,23,3,8,10
uncultured Phormidium sp.,0,0,0,0,0,0,0,1,0,0,0,0,0
Plectonema radiosum,18,22,15,13,9,18,7,41,5,21,8,9,6
Stanieria cyanosphaera,9,26,22,22,9,25,7,38,12,22,52,8,6
Stanieria sp. NIES-3757,12,28,10,11,9,19,3,53,17,21,35,3,1
Hydrococcus rivularis,6,21,6,7,0,10,1,29,2,6,7,8,9
Hyella patelloides,66,62,34,48,20,129,13,76,21,56,116,35,20
Myxosarcina sp. GI1,48,68,45,52,24,159,11,41,26,59,166,21,13
Pleurocapsa sp. CCALA 161,48,23,50,241,18,275,94,24,171,77,3104,247,6
Pleurocapsa sp. PCC 7314,0,0,0,0,0,0,0,1,0,0,0,0,0
Pleurocapsa sp. PCC 7319,58,41,43,67,15,238,11,53,27,63,258,39,17
Pleurocapsa sp. PCC 7327,8,24,10,4,7,9,5,23,6,5,8,2,2
Pleurocapsa sp. PCC 7516,0,0,0,0,0,1,0,0,0,0,0,0,0
Waterburya agarophytonicola,31,47,47,69,22,253,14,31,19,25,204,40,3
Xenococcus sp. PCC 7305,38,60,40,47,46,42,14,38,16,62,26,9,12
Alkalinema sp. CACIAM 70d,2,30,13,8,7,8,12,9,5,18,4,5,13
Alkalinema sp. FACHB-956,14,33,14,5,6,9,5,23,3,15,8,6,5
Kovacikia sp. CCNU0001,20,45,19,15,29,20,14,58,5,25,16,19,12
Leptodesmis sichuanensis,20,24,16,12,5,13,18,72,71,28,19,22,9
Leptolyngbya boryana,23,14,15,34,17,21,10,13,1,8,6,1,61
Leptolyngbya ectocarpi,32,42,38,29,11,22,9,19,3,40,2,8,14
Leptolyngbya foveolarum,46,16,47,112,24,62,2,19,2,24,1,4,47
Leptolyngbya ohadii,17,44,17,13,23,13,10,46,17,48,8,12,27
Leptolyngbya sp. 'hensonii',33,56,34,32,23,26,11,62,5,21,9,12,19
Leptolyngbya sp. 15MV,99,200,45,24,17,35,14,102,22,60,19,32,426
Leptolyngbya sp. 7M,35,37,49,25,16,33,33,28,17,42,13,8,15
Leptolyngbya sp. BC1307,18,27,54,44,13,46,2,59,5,30,4,6,4
Leptolyngbya sp. BL0902,14,27,30,15,17,54,37,63,55,89,1,71,30
Leptolyngbya sp. CCY15150,17,40,12,12,16,14,11,5,21,19,4,5,9
Leptolyngbya sp. DLM2.Bin15,6,9,10,13,13,8,8,17,5,10,0,6,10
Leptolyngbya sp. DLM2.Bin27,13,22,11,2,5,3,4,6,4,17,2,1,8
Leptolyngbya sp. FACHB-1624,3,8,14,11,9,8,0,9,3,16,3,0,4
Leptolyngbya sp. FACHB-16,2,8,6,8,10,6,1,7,3,6,3,3,3
Leptolyngbya sp. FACHB-17,26,37,5,11,3,9,4,9,9,17,1,5,4
Leptolyngbya sp. FACHB-261,16,42,25,5,29,20,3,42,9,23,4,9,21
Leptolyngbya sp. FACHB-321,7,4,3,2,2,4,4,2,6,11,2,6,1
Leptolyngbya sp. FACHB-36,6,25,8,7,7,5,5,19,5,20,2,4,14
Leptolyngbya sp. FACHB-541,5,23,5,8,2,7,6,3,39,17,18,4,5
Leptolyngbya sp. FACHB-60,0,0,2,0,0,1,0,0,0,0,0,0,0
Leptolyngbya sp. FACHB-671,5,8,2,14,5,3,2,9,0,6,3,2,4
Leptolyngbya sp. FACHB-711,31,37,22,19,35,14,6,31,6,39,2,2,6
Leptolyngbya sp. FACHB-8,0,0,0,0,0,1,0,0,0,0,0,0,0
Leptolyngbya sp. HPC-77,0,1,0,0,0,0,0,0,0,0,0,0,0
Leptolyngbya sp. Heron Island J,28,56,30,31,33,22,11,40,6,76,7,10,21
Leptolyngbya sp. IPPAS B-1204,14,68,25,29,21,17,8,57,8,22,6,15,15
Leptolyngbya sp. KIOST-1,20,35,26,16,15,15,8,9,5,20,1,4,13
Leptolyngbya sp. LCM1.Bin17,13,52,12,11,10,5,3,10,1,8,2,3,1
Leptolyngbya sp. NIES-2104,10,13,9,9,8,12,7,16,4,10,9,7,11
Leptolyngbya sp. NIES-3755,11,23,11,13,11,16,12,25,3,16,3,2,5
Leptolyngbya sp. O-77,5,11,6,8,3,4,1,27,5,6,0,3,10
Leptolyngbya sp. PCC 6402,0,0,0,0,0,0,0,0,0,0,1,0,0
Leptolyngbya sp. PCC 6406,24,32,19,28,19,21,8,56,8,44,12,12,11
Leptolyngbya sp. PCC 7375,32,94,36,21,24,25,13,48,14,52,11,13,19
Leptolyngbya sp. PCC 7376,55,57,43,18,11,26,6,37,4,33,5,6,7
Leptolyngbya sp. PKUAC-SCTE412,19,33,24,7,21,25,9,41,12,52,5,11,10
Leptolyngbya sp.,18,29,37,31,34,23,19,42,13,39,19,6,10
Leptolyngbya valderiana,120,322,48,34,36,39,8,16,15,62,2,10,20
uncultured Leptolyngbya sp.,5,26,5,7,1,8,5,21,10,12,3,3,20
Leptothoe kymatousa,12,32,19,18,22,26,6,22,5,19,6,3,21
Leptothoe spongobia,22,38,17,13,17,16,5,10,7,34,12,7,5
Myxacorys almedinensis,8,30,18,8,16,17,6,19,6,15,4,3,16
Leptolyngbyaceae cyanobacterium JSC-12,29,23,7,14,16,6,9,24,7,29,12,7,11
Neosynechococcus sphagnicola,23,17,13,22,14,15,9,19,7,16,3,4,18
Phormidesmis priestleyi,84,143,96,182,59,184,26,95,42,102,28,23,24
cf. Phormidesmis sp. LEGE 11477,42,36,37,55,9,58,8,36,10,40,4,10,18
Stenomitos frigidus,12,38,15,10,8,19,8,53,27,21,12,11,27
Oculatella sp. FACHB-28,6,6,0,5,1,2,2,8,6,1,1,6,0
Oculatella sp. LEGE 06141,16,40,18,20,14,18,13,81,5,35,11,16,17
Shackletoniella antarctica,10,5,4,8,2,5,0,6,2,9,5,3,6
Thermoleptolyngbya sichuanensis,0,0,0,0,1,0,0,2,0,0,0,0,0
Thermoleptolyngbya sp. PKUAC-SCTB121,1,1,0,0,0,0,0,0,0,0,0,0,9
Halomicronema excentricum,2,1,2,0,0,0,0,0,0,0,0,0,0
Halomicronema hongdechloris,39,44,25,25,28,19,13,39,7,41,6,5,6
Halomicronema sp. CCY15110,38,40,25,30,17,24,7,21,12,46,7,11,34
Nodosilinea nodulosa,19,50,20,13,10,10,11,7,9,23,6,4,8
Nodosilinea sp. FACHB-131,11,13,9,3,3,8,4,6,6,8,3,3,6
